time,module,action
10.1122,g2,CLEARED
10.1122,PROCEDURAL,CONFLICT RESOLUTION
10.1122,PROCEDURAL,NO RULE FOUND
10.3122,g2,CREATED A CHUNK: image(img= A)
10.3122,PROCEDURAL,CONFLICT RESOLUTION
10.3122,PROCEDURAL,RULE SELECTED: respond_to_A
10.3622,PROCEDURAL,RULE FIRED: respond_to_A
10.3622,g,MODIFIED
10.3622,manual,COMMAND: press_key
10.3622,manual,PREPARATION COMPLETE
10.3622,PROCEDURAL,CONFLICT RESOLUTION
10.3622,PROCEDURAL,RULE SELECTED: reset_goal
10.4122,manual,INITIATION COMPLETE
10.4122,PROCEDURAL,RULE FIRED: reset_goal
10.4122,g,MODIFIED
10.4122,PROCEDURAL,CONFLICT RESOLUTION
10.4122,PROCEDURAL,RULE SELECTED: encode_letter
10.4622,PROCEDURAL,RULE FIRED: encode_letter
10.4622,g,MODIFIED
10.4622,g2,CLEARED
10.4622,PROCEDURAL,CONFLICT RESOLUTION
10.4622,PROCEDURAL,NO RULE FOUND
10.5122,manual,KEY PRESSED: 1
10.5122,PROCEDURAL,CONFLICT RESOLUTION
10.5122,PROCEDURAL,NO RULE FOUND
10.6622,manual,MOVEMENT FINISHED
10.6622,g2,CREATED A CHUNK: image(img= A)
10.6622,PROCEDURAL,CONFLICT RESOLUTION
10.6622,PROCEDURAL,RULE SELECTED: respond_to_A
10.7122,PROCEDURAL,RULE FIRED: respond_to_A
10.7122,g,MODIFIED
10.7122,manual,COMMAND: press_key
10.7122,manual,PREPARATION COMPLETE
10.7122,PROCEDURAL,CONFLICT RESOLUTION
10.7122,PROCEDURAL,RULE SELECTED: reset_goal
10.7622,manual,INITIATION COMPLETE
10.7622,PROCEDURAL,RULE FIRED: reset_goal
10.7622,g,MODIFIED
10.7622,PROCEDURAL,CONFLICT RESOLUTION
10.7622,PROCEDURAL,RULE SELECTED: encode_letter
10.8122,PROCEDURAL,RULE FIRED: encode_letter
10.8122,g,MODIFIED
10.8122,g2,CLEARED
10.8122,PROCEDURAL,CONFLICT RESOLUTION
10.8122,PROCEDURAL,NO RULE FOUND
10.8622,manual,KEY PRESSED: 1
10.8622,PROCEDURAL,CONFLICT RESOLUTION
10.8622,PROCEDURAL,NO RULE FOUND
11.0,PROCEDURAL,CONFLICT RESOLUTION
11.0,PROCEDURAL,NO RULE FOUND
11.0122,manual,MOVEMENT FINISHED
11.0122,g2,CREATED A CHUNK: image(img= A)
11.0122,PROCEDURAL,CONFLICT RESOLUTION
11.0122,PROCEDURAL,RULE SELECTED: respond_to_A
11.0145,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value=  )"
11.0622,PROCEDURAL,RULE FIRED: respond_to_A
11.0622,g,MODIFIED
11.0622,manual,COMMAND: press_key
11.0622,manual,PREPARATION COMPLETE
11.0622,PROCEDURAL,CONFLICT RESOLUTION
11.0622,PROCEDURAL,RULE SELECTED: reset_goal
11.1122,manual,INITIATION COMPLETE
11.1122,PROCEDURAL,RULE FIRED: reset_goal
11.1122,g,MODIFIED
11.1122,PROCEDURAL,CONFLICT RESOLUTION
11.1122,PROCEDURAL,RULE SELECTED: encode_letter
11.1622,PROCEDURAL,RULE FIRED: encode_letter
11.1622,g,MODIFIED
11.1622,g2,CLEARED
11.1622,PROCEDURAL,CONFLICT RESOLUTION
11.1622,PROCEDURAL,NO RULE FOUND
11.2122,manual,KEY PRESSED: 1
11.2122,PROCEDURAL,CONFLICT RESOLUTION
11.2122,PROCEDURAL,NO RULE FOUND
11.3622,manual,MOVEMENT FINISHED
11.3622,g2,CREATED A CHUNK: image(img=  )
11.3622,PROCEDURAL,CONFLICT RESOLUTION
11.3622,PROCEDURAL,RULE SELECTED: ignore_non_A
11.4122,PROCEDURAL,RULE FIRED: ignore_non_A
11.4122,g,MODIFIED
11.4122,PROCEDURAL,CONFLICT RESOLUTION
11.4122,PROCEDURAL,RULE SELECTED: reset_goal
11.4622,PROCEDURAL,RULE FIRED: reset_goal
11.4622,g,MODIFIED
11.4622,PROCEDURAL,CONFLICT RESOLUTION
11.4622,PROCEDURAL,RULE SELECTED: encode_letter
11.5122,PROCEDURAL,RULE FIRED: encode_letter
11.5122,g,MODIFIED
11.5122,g2,CLEARED
11.5122,PROCEDURAL,CONFLICT RESOLUTION
11.5122,PROCEDURAL,NO RULE FOUND
11.7122,g2,CREATED A CHUNK: image(img=  )
11.7122,PROCEDURAL,CONFLICT RESOLUTION
11.7122,PROCEDURAL,RULE SELECTED: ignore_non_A
11.7622,PROCEDURAL,RULE FIRED: ignore_non_A
11.7622,g,MODIFIED
11.7622,PROCEDURAL,CONFLICT RESOLUTION
11.7622,PROCEDURAL,RULE SELECTED: reset_goal
11.8122,PROCEDURAL,RULE FIRED: reset_goal
11.8122,g,MODIFIED
11.8122,PROCEDURAL,CONFLICT RESOLUTION
11.8122,PROCEDURAL,RULE SELECTED: encode_letter
11.8622,PROCEDURAL,RULE FIRED: encode_letter
11.8622,g,MODIFIED
11.8622,g2,CLEARED
11.8622,PROCEDURAL,CONFLICT RESOLUTION
11.8622,PROCEDURAL,NO RULE FOUND
12.0,PROCEDURAL,CONFLICT RESOLUTION
12.0,PROCEDURAL,NO RULE FOUND
12.0079,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value= A)"
12.0079,PROCEDURAL,CONFLICT RESOLUTION
12.0079,PROCEDURAL,NO RULE FOUND
12.0622,g2,CREATED A CHUNK: image(img=  )
12.0622,PROCEDURAL,CONFLICT RESOLUTION
12.0622,PROCEDURAL,RULE SELECTED: ignore_non_A
12.1122,PROCEDURAL,RULE FIRED: ignore_non_A
12.1122,g,MODIFIED
12.1122,PROCEDURAL,CONFLICT RESOLUTION
12.1122,PROCEDURAL,RULE SELECTED: reset_goal
12.1622,PROCEDURAL,RULE FIRED: reset_goal
12.1622,g,MODIFIED
12.1622,PROCEDURAL,CONFLICT RESOLUTION
12.1622,PROCEDURAL,RULE SELECTED: encode_letter
12.2122,PROCEDURAL,RULE FIRED: encode_letter
12.2122,g,MODIFIED
12.2122,g2,CLEARED
12.2122,PROCEDURAL,CONFLICT RESOLUTION
12.2122,PROCEDURAL,NO RULE FOUND
12.4122,g2,CREATED A CHUNK: image(img= A)
12.4122,PROCEDURAL,CONFLICT RESOLUTION
12.4122,PROCEDURAL,RULE SELECTED: respond_to_A
12.4622,PROCEDURAL,RULE FIRED: respond_to_A
12.4622,g,MODIFIED
12.4622,manual,COMMAND: press_key
12.4622,manual,PREPARATION COMPLETE
12.4622,PROCEDURAL,CONFLICT RESOLUTION
12.4622,PROCEDURAL,RULE SELECTED: reset_goal
12.5122,manual,INITIATION COMPLETE
12.5122,PROCEDURAL,RULE FIRED: reset_goal
12.5122,g,MODIFIED
12.5122,PROCEDURAL,CONFLICT RESOLUTION
12.5122,PROCEDURAL,RULE SELECTED: encode_letter
12.5622,PROCEDURAL,RULE FIRED: encode_letter
12.5622,g,MODIFIED
12.5622,g2,CLEARED
12.5622,PROCEDURAL,CONFLICT RESOLUTION
12.5622,PROCEDURAL,NO RULE FOUND
12.6122,manual,KEY PRESSED: 1
12.6122,PROCEDURAL,CONFLICT RESOLUTION
12.6122,PROCEDURAL,NO RULE FOUND
12.7622,manual,MOVEMENT FINISHED
12.7622,g2,CREATED A CHUNK: image(img= A)
12.7622,PROCEDURAL,CONFLICT RESOLUTION
12.7622,PROCEDURAL,RULE SELECTED: respond_to_A
12.8122,PROCEDURAL,RULE FIRED: respond_to_A
12.8122,g,MODIFIED
12.8122,manual,COMMAND: press_key
12.8122,manual,PREPARATION COMPLETE
12.8122,PROCEDURAL,CONFLICT RESOLUTION
12.8122,PROCEDURAL,RULE SELECTED: reset_goal
12.8622,manual,INITIATION COMPLETE
12.8622,PROCEDURAL,RULE FIRED: reset_goal
12.8622,g,MODIFIED
12.8622,PROCEDURAL,CONFLICT RESOLUTION
12.8622,PROCEDURAL,RULE SELECTED: encode_letter
12.9122,PROCEDURAL,RULE FIRED: encode_letter
12.9122,g,MODIFIED
12.9122,g2,CLEARED
12.9122,PROCEDURAL,CONFLICT RESOLUTION
12.9122,PROCEDURAL,NO RULE FOUND
12.9622,manual,KEY PRESSED: 1
12.9622,PROCEDURAL,CONFLICT RESOLUTION
12.9622,PROCEDURAL,NO RULE FOUND
13.0,PROCEDURAL,CONFLICT RESOLUTION
13.0,PROCEDURAL,NO RULE FOUND
13.0062,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value=  )"
13.0062,PROCEDURAL,CONFLICT RESOLUTION
13.0062,PROCEDURAL,NO RULE FOUND
13.1122,manual,MOVEMENT FINISHED
13.1122,g2,CREATED A CHUNK: image(img= A)
13.1122,PROCEDURAL,CONFLICT RESOLUTION
13.1122,PROCEDURAL,RULE SELECTED: respond_to_A
13.1622,PROCEDURAL,RULE FIRED: respond_to_A
13.1622,g,MODIFIED
13.1622,manual,COMMAND: press_key
13.1622,manual,PREPARATION COMPLETE
13.1622,PROCEDURAL,CONFLICT RESOLUTION
13.1622,PROCEDURAL,RULE SELECTED: reset_goal
13.2122,manual,INITIATION COMPLETE
13.2122,PROCEDURAL,RULE FIRED: reset_goal
13.2122,g,MODIFIED
13.2122,PROCEDURAL,CONFLICT RESOLUTION
13.2122,PROCEDURAL,RULE SELECTED: encode_letter
13.2622,PROCEDURAL,RULE FIRED: encode_letter
13.2622,g,MODIFIED
13.2622,g2,CLEARED
13.2622,PROCEDURAL,CONFLICT RESOLUTION
13.2622,PROCEDURAL,NO RULE FOUND
13.3122,manual,KEY PRESSED: 1
13.3122,PROCEDURAL,CONFLICT RESOLUTION
13.3122,PROCEDURAL,NO RULE FOUND
13.4622,manual,MOVEMENT FINISHED
13.4622,g2,CREATED A CHUNK: image(img=  )
13.4622,PROCEDURAL,CONFLICT RESOLUTION
13.4622,PROCEDURAL,RULE SELECTED: ignore_non_A
13.5122,PROCEDURAL,RULE FIRED: ignore_non_A
13.5122,g,MODIFIED
13.5122,PROCEDURAL,CONFLICT RESOLUTION
13.5122,PROCEDURAL,RULE SELECTED: reset_goal
13.5622,PROCEDURAL,RULE FIRED: reset_goal
13.5622,g,MODIFIED
13.5622,PROCEDURAL,CONFLICT RESOLUTION
13.5622,PROCEDURAL,RULE SELECTED: encode_letter
13.6122,PROCEDURAL,RULE FIRED: encode_letter
13.6122,g,MODIFIED
13.6122,g2,CLEARED
13.6122,PROCEDURAL,CONFLICT RESOLUTION
13.6122,PROCEDURAL,NO RULE FOUND
13.8122,g2,CREATED A CHUNK: image(img=  )
13.8122,PROCEDURAL,CONFLICT RESOLUTION
13.8122,PROCEDURAL,RULE SELECTED: ignore_non_A
13.8622,PROCEDURAL,RULE FIRED: ignore_non_A
13.8622,g,MODIFIED
13.8622,PROCEDURAL,CONFLICT RESOLUTION
13.8622,PROCEDURAL,RULE SELECTED: reset_goal
13.9122,PROCEDURAL,RULE FIRED: reset_goal
13.9122,g,MODIFIED
13.9122,PROCEDURAL,CONFLICT RESOLUTION
13.9122,PROCEDURAL,RULE SELECTED: encode_letter
13.9622,PROCEDURAL,RULE FIRED: encode_letter
13.9622,g,MODIFIED
13.9622,g2,CLEARED
13.9622,PROCEDURAL,CONFLICT RESOLUTION
13.9622,PROCEDURAL,NO RULE FOUND
14.0,PROCEDURAL,CONFLICT RESOLUTION
14.0,PROCEDURAL,NO RULE FOUND
14.0081,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value= A)"
14.0081,PROCEDURAL,CONFLICT RESOLUTION
14.0081,PROCEDURAL,NO RULE FOUND
14.1622,g2,CREATED A CHUNK: image(img=  )
14.1622,PROCEDURAL,CONFLICT RESOLUTION
14.1622,PROCEDURAL,RULE SELECTED: ignore_non_A
14.2122,PROCEDURAL,RULE FIRED: ignore_non_A
14.2122,g,MODIFIED
14.2122,PROCEDURAL,CONFLICT RESOLUTION
14.2122,PROCEDURAL,RULE SELECTED: reset_goal
14.2622,PROCEDURAL,RULE FIRED: reset_goal
14.2622,g,MODIFIED
14.2622,PROCEDURAL,CONFLICT RESOLUTION
14.2622,PROCEDURAL,RULE SELECTED: encode_letter
14.3122,PROCEDURAL,RULE FIRED: encode_letter
14.3122,g,MODIFIED
14.3122,g2,CLEARED
14.3122,PROCEDURAL,CONFLICT RESOLUTION
14.3122,PROCEDURAL,NO RULE FOUND
14.5122,g2,CREATED A CHUNK: image(img= A)
14.5122,PROCEDURAL,CONFLICT RESOLUTION
14.5122,PROCEDURAL,RULE SELECTED: respond_to_A
14.5622,PROCEDURAL,RULE FIRED: respond_to_A
14.5622,g,MODIFIED
14.5622,manual,COMMAND: press_key
14.5622,manual,PREPARATION COMPLETE
14.5622,PROCEDURAL,CONFLICT RESOLUTION
14.5622,PROCEDURAL,RULE SELECTED: reset_goal
14.6122,manual,INITIATION COMPLETE
14.6122,PROCEDURAL,RULE FIRED: reset_goal
14.6122,g,MODIFIED
14.6122,PROCEDURAL,CONFLICT RESOLUTION
14.6122,PROCEDURAL,RULE SELECTED: encode_letter
14.6622,PROCEDURAL,RULE FIRED: encode_letter
14.6622,g,MODIFIED
14.6622,g2,CLEARED
14.6622,PROCEDURAL,CONFLICT RESOLUTION
14.6622,PROCEDURAL,NO RULE FOUND
14.7122,manual,KEY PRESSED: 1
14.7122,PROCEDURAL,CONFLICT RESOLUTION
14.7122,PROCEDURAL,NO RULE FOUND
14.8622,manual,MOVEMENT FINISHED
14.8622,g2,CREATED A CHUNK: image(img= A)
14.8622,PROCEDURAL,CONFLICT RESOLUTION
14.8622,PROCEDURAL,RULE SELECTED: respond_to_A
14.9122,PROCEDURAL,RULE FIRED: respond_to_A
14.9122,g,MODIFIED
14.9122,manual,COMMAND: press_key
14.9122,manual,PREPARATION COMPLETE
14.9122,PROCEDURAL,CONFLICT RESOLUTION
14.9122,PROCEDURAL,RULE SELECTED: reset_goal
14.9622,manual,INITIATION COMPLETE
14.9622,PROCEDURAL,RULE FIRED: reset_goal
14.9622,g,MODIFIED
14.9622,PROCEDURAL,CONFLICT RESOLUTION
14.9622,PROCEDURAL,RULE SELECTED: encode_letter
15.0122,PROCEDURAL,RULE FIRED: encode_letter
15.0122,g,MODIFIED
15.0122,g2,CLEARED
15.0122,PROCEDURAL,CONFLICT RESOLUTION
15.0122,PROCEDURAL,NO RULE FOUND
15.0127,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value=  )"
15.0127,PROCEDURAL,CONFLICT RESOLUTION
15.0127,PROCEDURAL,NO RULE FOUND
15.0622,manual,KEY PRESSED: 1
15.0622,PROCEDURAL,CONFLICT RESOLUTION
15.0622,PROCEDURAL,NO RULE FOUND
15.2122,manual,MOVEMENT FINISHED
15.2122,g2,CREATED A CHUNK: image(img= A)
15.2122,PROCEDURAL,CONFLICT RESOLUTION
15.2122,PROCEDURAL,RULE SELECTED: respond_to_A
15.2622,PROCEDURAL,RULE FIRED: respond_to_A
15.2622,g,MODIFIED
15.2622,manual,COMMAND: press_key
15.2622,manual,PREPARATION COMPLETE
15.2622,PROCEDURAL,CONFLICT RESOLUTION
15.2622,PROCEDURAL,RULE SELECTED: reset_goal
15.3122,manual,INITIATION COMPLETE
15.3122,PROCEDURAL,RULE FIRED: reset_goal
15.3122,g,MODIFIED
15.3122,PROCEDURAL,CONFLICT RESOLUTION
15.3122,PROCEDURAL,RULE SELECTED: encode_letter
15.3622,PROCEDURAL,RULE FIRED: encode_letter
15.3622,g,MODIFIED
15.3622,g2,CLEARED
15.3622,PROCEDURAL,CONFLICT RESOLUTION
15.3622,PROCEDURAL,NO RULE FOUND
15.4122,manual,KEY PRESSED: 1
15.4122,PROCEDURAL,CONFLICT RESOLUTION
15.4122,PROCEDURAL,NO RULE FOUND
15.5622,manual,MOVEMENT FINISHED
15.5622,g2,CREATED A CHUNK: image(img=  )
15.5622,PROCEDURAL,CONFLICT RESOLUTION
15.5622,PROCEDURAL,RULE SELECTED: ignore_non_A
15.6122,PROCEDURAL,RULE FIRED: ignore_non_A
15.6122,g,MODIFIED
15.6122,PROCEDURAL,CONFLICT RESOLUTION
15.6122,PROCEDURAL,RULE SELECTED: reset_goal
15.6622,PROCEDURAL,RULE FIRED: reset_goal
15.6622,g,MODIFIED
15.6622,PROCEDURAL,CONFLICT RESOLUTION
15.6622,PROCEDURAL,RULE SELECTED: encode_letter
15.7122,PROCEDURAL,RULE FIRED: encode_letter
15.7122,g,MODIFIED
15.7122,g2,CLEARED
15.7122,PROCEDURAL,CONFLICT RESOLUTION
15.7122,PROCEDURAL,NO RULE FOUND
15.9122,g2,CREATED A CHUNK: image(img=  )
15.9122,PROCEDURAL,CONFLICT RESOLUTION
15.9122,PROCEDURAL,RULE SELECTED: ignore_non_A
15.9622,PROCEDURAL,RULE FIRED: ignore_non_A
15.9622,g,MODIFIED
15.9622,PROCEDURAL,CONFLICT RESOLUTION
15.9622,PROCEDURAL,RULE SELECTED: reset_goal
16.0122,PROCEDURAL,RULE FIRED: reset_goal
16.0122,g,MODIFIED
16.0122,PROCEDURAL,CONFLICT RESOLUTION
16.0122,PROCEDURAL,RULE SELECTED: encode_letter
16.013,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value= A)"
16.0622,PROCEDURAL,RULE FIRED: encode_letter
16.0622,g,MODIFIED
16.0622,g2,CLEARED
16.0622,PROCEDURAL,CONFLICT RESOLUTION
16.0622,PROCEDURAL,NO RULE FOUND
16.2622,g2,CREATED A CHUNK: image(img= A)
16.2622,PROCEDURAL,CONFLICT RESOLUTION
16.2622,PROCEDURAL,RULE SELECTED: respond_to_A
16.3122,PROCEDURAL,RULE FIRED: respond_to_A
16.3122,g,MODIFIED
16.3122,manual,COMMAND: press_key
16.3122,manual,PREPARATION COMPLETE
16.3122,PROCEDURAL,CONFLICT RESOLUTION
16.3122,PROCEDURAL,RULE SELECTED: reset_goal
16.3622,manual,INITIATION COMPLETE
16.3622,PROCEDURAL,RULE FIRED: reset_goal
16.3622,g,MODIFIED
16.3622,PROCEDURAL,CONFLICT RESOLUTION
16.3622,PROCEDURAL,RULE SELECTED: encode_letter
16.4122,PROCEDURAL,RULE FIRED: encode_letter
16.4122,g,MODIFIED
16.4122,g2,CLEARED
16.4122,PROCEDURAL,CONFLICT RESOLUTION
16.4122,PROCEDURAL,NO RULE FOUND
16.4622,manual,KEY PRESSED: 1
16.4622,PROCEDURAL,CONFLICT RESOLUTION
16.4622,PROCEDURAL,NO RULE FOUND
16.6122,manual,MOVEMENT FINISHED
16.6122,g2,CREATED A CHUNK: image(img= A)
16.6122,PROCEDURAL,CONFLICT RESOLUTION
16.6122,PROCEDURAL,RULE SELECTED: respond_to_A
16.6622,PROCEDURAL,RULE FIRED: respond_to_A
16.6622,g,MODIFIED
16.6622,manual,COMMAND: press_key
16.6622,manual,PREPARATION COMPLETE
16.6622,PROCEDURAL,CONFLICT RESOLUTION
16.6622,PROCEDURAL,RULE SELECTED: reset_goal
16.7122,manual,INITIATION COMPLETE
16.7122,PROCEDURAL,RULE FIRED: reset_goal
16.7122,g,MODIFIED
16.7122,PROCEDURAL,CONFLICT RESOLUTION
16.7122,PROCEDURAL,RULE SELECTED: encode_letter
16.7622,PROCEDURAL,RULE FIRED: encode_letter
16.7622,g,MODIFIED
16.7622,g2,CLEARED
16.7622,PROCEDURAL,CONFLICT RESOLUTION
16.7622,PROCEDURAL,NO RULE FOUND
16.8122,manual,KEY PRESSED: 1
16.8122,PROCEDURAL,CONFLICT RESOLUTION
16.8122,PROCEDURAL,NO RULE FOUND
16.9622,manual,MOVEMENT FINISHED
16.9622,g2,CREATED A CHUNK: image(img= A)
16.9622,PROCEDURAL,CONFLICT RESOLUTION
16.9622,PROCEDURAL,RULE SELECTED: respond_to_A
17.01,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value=  )"
17.0122,PROCEDURAL,RULE FIRED: respond_to_A
17.0122,g,MODIFIED
17.0122,manual,COMMAND: press_key
17.0122,manual,PREPARATION COMPLETE
17.0122,PROCEDURAL,CONFLICT RESOLUTION
17.0122,PROCEDURAL,RULE SELECTED: reset_goal
17.0622,manual,INITIATION COMPLETE
17.0622,PROCEDURAL,RULE FIRED: reset_goal
17.0622,g,MODIFIED
17.0622,PROCEDURAL,CONFLICT RESOLUTION
17.0622,PROCEDURAL,RULE SELECTED: encode_letter
17.1122,PROCEDURAL,RULE FIRED: encode_letter
17.1122,g,MODIFIED
17.1122,g2,CLEARED
17.1122,PROCEDURAL,CONFLICT RESOLUTION
17.1122,PROCEDURAL,NO RULE FOUND
17.1622,manual,KEY PRESSED: 1
17.1622,PROCEDURAL,CONFLICT RESOLUTION
17.1622,PROCEDURAL,NO RULE FOUND
17.3122,manual,MOVEMENT FINISHED
17.3122,g2,CREATED A CHUNK: image(img=  )
17.3122,PROCEDURAL,CONFLICT RESOLUTION
17.3122,PROCEDURAL,RULE SELECTED: ignore_non_A
17.3622,PROCEDURAL,RULE FIRED: ignore_non_A
17.3622,g,MODIFIED
17.3622,PROCEDURAL,CONFLICT RESOLUTION
17.3622,PROCEDURAL,RULE SELECTED: reset_goal
17.4122,PROCEDURAL,RULE FIRED: reset_goal
17.4122,g,MODIFIED
17.4122,PROCEDURAL,CONFLICT RESOLUTION
17.4122,PROCEDURAL,RULE SELECTED: encode_letter
17.4622,PROCEDURAL,RULE FIRED: encode_letter
17.4622,g,MODIFIED
17.4622,g2,CLEARED
17.4622,PROCEDURAL,CONFLICT RESOLUTION
17.4622,PROCEDURAL,NO RULE FOUND
17.6622,g2,CREATED A CHUNK: image(img=  )
17.6622,PROCEDURAL,CONFLICT RESOLUTION
17.6622,PROCEDURAL,RULE SELECTED: ignore_non_A
17.7122,PROCEDURAL,RULE FIRED: ignore_non_A
17.7122,g,MODIFIED
17.7122,PROCEDURAL,CONFLICT RESOLUTION
17.7122,PROCEDURAL,RULE SELECTED: reset_goal
17.7622,PROCEDURAL,RULE FIRED: reset_goal
17.7622,g,MODIFIED
17.7622,PROCEDURAL,CONFLICT RESOLUTION
17.7622,PROCEDURAL,RULE SELECTED: encode_letter
17.8122,PROCEDURAL,RULE FIRED: encode_letter
17.8122,g,MODIFIED
17.8122,g2,CLEARED
17.8122,PROCEDURAL,CONFLICT RESOLUTION
17.8122,PROCEDURAL,NO RULE FOUND
18.0,PROCEDURAL,CONFLICT RESOLUTION
18.0,PROCEDURAL,NO RULE FOUND
18.0122,g2,CREATED A CHUNK: image(img=  )
18.0122,PROCEDURAL,CONFLICT RESOLUTION
18.0122,PROCEDURAL,RULE SELECTED: ignore_non_A
18.0179,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value= A)"
18.0622,PROCEDURAL,RULE FIRED: ignore_non_A
18.0622,g,MODIFIED
18.0622,PROCEDURAL,CONFLICT RESOLUTION
18.0622,PROCEDURAL,RULE SELECTED: reset_goal
18.1122,PROCEDURAL,RULE FIRED: reset_goal
18.1122,g,MODIFIED
18.1122,PROCEDURAL,CONFLICT RESOLUTION
18.1122,PROCEDURAL,RULE SELECTED: encode_letter
18.1622,PROCEDURAL,RULE FIRED: encode_letter
18.1622,g,MODIFIED
18.1622,g2,CLEARED
18.1622,PROCEDURAL,CONFLICT RESOLUTION
18.1622,PROCEDURAL,NO RULE FOUND
18.3622,g2,CREATED A CHUNK: image(img= A)
18.3622,PROCEDURAL,CONFLICT RESOLUTION
18.3622,PROCEDURAL,RULE SELECTED: respond_to_A
18.4122,PROCEDURAL,RULE FIRED: respond_to_A
18.4122,g,MODIFIED
18.4122,manual,COMMAND: press_key
18.4122,manual,PREPARATION COMPLETE
18.4122,PROCEDURAL,CONFLICT RESOLUTION
18.4122,PROCEDURAL,RULE SELECTED: reset_goal
18.4622,manual,INITIATION COMPLETE
18.4622,PROCEDURAL,RULE FIRED: reset_goal
18.4622,g,MODIFIED
18.4622,PROCEDURAL,CONFLICT RESOLUTION
18.4622,PROCEDURAL,RULE SELECTED: encode_letter
18.5122,PROCEDURAL,RULE FIRED: encode_letter
18.5122,g,MODIFIED
18.5122,g2,CLEARED
18.5122,PROCEDURAL,CONFLICT RESOLUTION
18.5122,PROCEDURAL,NO RULE FOUND
18.5622,manual,KEY PRESSED: 1
18.5622,PROCEDURAL,CONFLICT RESOLUTION
18.5622,PROCEDURAL,NO RULE FOUND
18.7122,manual,MOVEMENT FINISHED
18.7122,g2,CREATED A CHUNK: image(img= A)
18.7122,PROCEDURAL,CONFLICT RESOLUTION
18.7122,PROCEDURAL,RULE SELECTED: respond_to_A
18.7622,PROCEDURAL,RULE FIRED: respond_to_A
18.7622,g,MODIFIED
18.7622,manual,COMMAND: press_key
18.7622,manual,PREPARATION COMPLETE
18.7622,PROCEDURAL,CONFLICT RESOLUTION
18.7622,PROCEDURAL,RULE SELECTED: reset_goal
18.8122,manual,INITIATION COMPLETE
18.8122,PROCEDURAL,RULE FIRED: reset_goal
18.8122,g,MODIFIED
18.8122,PROCEDURAL,CONFLICT RESOLUTION
18.8122,PROCEDURAL,RULE SELECTED: encode_letter
18.8622,PROCEDURAL,RULE FIRED: encode_letter
18.8622,g,MODIFIED
18.8622,g2,CLEARED
18.8622,PROCEDURAL,CONFLICT RESOLUTION
18.8622,PROCEDURAL,NO RULE FOUND
18.9122,manual,KEY PRESSED: 1
18.9122,PROCEDURAL,CONFLICT RESOLUTION
18.9122,PROCEDURAL,NO RULE FOUND
19.0,PROCEDURAL,CONFLICT RESOLUTION
19.0,PROCEDURAL,NO RULE FOUND
19.0054,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value=  )"
19.0054,PROCEDURAL,CONFLICT RESOLUTION
19.0054,PROCEDURAL,NO RULE FOUND
19.0622,manual,MOVEMENT FINISHED
19.0622,g2,CREATED A CHUNK: image(img= A)
19.0622,PROCEDURAL,CONFLICT RESOLUTION
19.0622,PROCEDURAL,RULE SELECTED: respond_to_A
19.1122,PROCEDURAL,RULE FIRED: respond_to_A
19.1122,g,MODIFIED
19.1122,manual,COMMAND: press_key
19.1122,manual,PREPARATION COMPLETE
19.1122,PROCEDURAL,CONFLICT RESOLUTION
19.1122,PROCEDURAL,RULE SELECTED: reset_goal
19.1622,manual,INITIATION COMPLETE
19.1622,PROCEDURAL,RULE FIRED: reset_goal
19.1622,g,MODIFIED
19.1622,PROCEDURAL,CONFLICT RESOLUTION
19.1622,PROCEDURAL,RULE SELECTED: encode_letter
19.2122,PROCEDURAL,RULE FIRED: encode_letter
19.2122,g,MODIFIED
19.2122,g2,CLEARED
19.2122,PROCEDURAL,CONFLICT RESOLUTION
19.2122,PROCEDURAL,NO RULE FOUND
19.2622,manual,KEY PRESSED: 1
19.2622,PROCEDURAL,CONFLICT RESOLUTION
19.2622,PROCEDURAL,NO RULE FOUND
19.4122,manual,MOVEMENT FINISHED
19.4122,g2,CREATED A CHUNK: image(img=  )
19.4122,PROCEDURAL,CONFLICT RESOLUTION
19.4122,PROCEDURAL,RULE SELECTED: ignore_non_A
19.4622,PROCEDURAL,RULE FIRED: ignore_non_A
19.4622,g,MODIFIED
19.4622,PROCEDURAL,CONFLICT RESOLUTION
19.4622,PROCEDURAL,RULE SELECTED: reset_goal
